"No","ID","Site","Name","Plot","Subplot","Micro_plot","Block","Row","Date","year_ID","Sampling_ID","Year","Soil_depth","depth","crop_sampling","cc_variant","Fraction","long","lat","BD","Clay","Silt","Sand","OC","TN","CN_ratio","d13C","d15N","MWD_cor","GMD_cor","DS","DS_pc","OC_Frac","TN_Frac","OC_Frac_pc","TN_Frac_pc"
69,"8-2","A","A8",8,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,2,"16-8",9.02435825164329,52.7629876144873,1.365,7.41035123653433,72.7933950196557,19.79625374381,2.041,0.192,10.6302083333333,-28.0661453487443,6.55539800443158,NA,NA,2.06,1.71881518564873,0.350810179390905,0.0330012515644556,1.89168762637804,1.96877496621395
70,"8-2","A","A8",8,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,2,"8-4",9.02435825164329,52.7629876144873,1.365,7.41035123653433,72.7933950196557,19.79625374381,1.808,0.175,10.3314285714286,-27.8953359411541,6.69816317771895,NA,NA,8.74,7.2924488944514,1.31847476011681,0.127617855652899,7.10966367548167,7.61337305527971
71,"8-2","A","A8",8,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,2,"4-2",9.02435825164329,52.7629876144873,1.365,7.41035123653433,72.7933950196557,19.79625374381,1.728,0.173,9.98843930635838,-27.8578252897579,6.30307340223105,NA,NA,11.36,9.47851481017939,1.637887359199,0.163978306216103,8.83204488586192,9.78254972087617
72,"8-2","A","A8",8,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,2,"2-1",9.02435825164329,52.7629876144873,1.365,7.41035123653433,72.7933950196557,19.79625374381,2.042,0.185,11.0378378378378,-27.9987513952046,6.91059015673074,NA,NA,12.54,10.4630788485607,2.13656070087609,0.193566958698373,11.5210608992884,11.5477372676975
73,"8-2","A","A8",8,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,2,"<1",9.02435825164329,52.7629876144873,1.365,7.41035123653433,72.7933950196557,19.79625374381,1.844,0.163,11.3128834355828,-27.9332365261435,7.19774758080716,NA,NA,85.15,71.0471422611598,13.1010930329579,1.1580684188569,70.64554291299,69.0875649899326
74,"8-3","A","A8",8,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,2,"16-8",9.02435825164329,52.7629876144873,1.742,5.75839944529166,73.7935815035457,20.4480190511626,1.253,0.113,11.0884955752212,-27.5254589846136,4.84316506896003,NA,NA,5.27,4.41484460082098,0.553180028482868,0.049887743989277,3.18681585972375,3.1005277837508
75,"8-3","A","A8",8,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,2,"8-4",9.02435825164329,52.7629876144873,1.742,5.75839944529166,73.7935815035457,20.4480190511626,2.067,0.19,10.8789473684211,-28.1858114829568,6.80835582544855,NA,NA,10,8.37731423305688,1.73159085197286,0.159168970428081,9.97552497467028,9.8923658530109
76,"8-3","A","A8",8,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,2,"4-2",9.02435825164329,52.7629876144873,1.742,5.75839944529166,73.7935815035457,20.4480190511626,1.316,0.14,9.4,-28.0642857300016,5.85583772572677,NA,NA,13.93,11.6695987266482,1.53571919242691,0.163374382173075,8.84712756519877,10.1537325718641
77,"8-3","A","A8",8,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,2,"2-1",9.02435825164329,52.7629876144873,1.742,5.75839944529166,73.7935815035457,20.4480190511626,1.879,0.162,11.5987654320988,-28.1007300415672,6.0218051138723,NA,NA,13.43,11.2507330149954,2.11401273351763,0.182261874842925,12.1786199066306,11.3275919430325
78,"8-3","A","A8",8,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,2,"<1",9.02435825164329,52.7629876144873,1.742,5.75839944529166,73.7935815035457,20.4480190511626,1.777,0.164,10.8353658536585,-27.9856328968614,6.20634826483692,NA,NA,76.74,64.2875094244785,11.4238904247298,1.05431515456145,65.8119116937766,65.5257818483417
79,"9-1","A","A9",9,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,1,"16-8",9.02446039835671,52.7629355855127,1.213,7.39746546560829,72.6108761065532,19.9916584278385,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
80,"9-1","A","A9",9,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,1,"8-4",9.02446039835671,52.7629355855127,1.213,7.39746546560829,72.6108761065532,19.9916584278385,2.061,0.191,10.7905759162304,-27.7354913078929,6.98144403042882,NA,NA,9.79,8.19109772423025,1.68818524096386,0.156449966532798,7.61219353494421,7.64723636339842
81,"9-1","A","A9",9,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,1,"4-2",9.02446039835671,52.7629355855127,1.213,7.39746546560829,72.6108761065532,19.9916584278385,1.989,0.191,10.413612565445,-27.5477850257661,6.2106504758914,NA,NA,15.68,13.1191432396252,2.60939759036145,0.250575635876841,11.7660307562621,12.248076218395
82,"9-1","A","A9",9,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,1,"2-1",9.02446039835671,52.7629355855127,1.213,7.39746546560829,72.6108761065532,19.9916584278385,2.444,0.215,11.3674418604651,-27.2872472601936,6.00427822137483,NA,NA,14.84,12.4163319946452,3.0345515394913,0.266951137884873,13.6830917898454,13.0485067790399
83,"9-1","A","A9",9,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,1,"<1",9.02446039835671,52.7629355855127,1.213,7.39746546560829,72.6108761065532,19.9916584278385,2.24,0.207,10.8212560386473,-27.5568677399562,6.18607172702852,NA,NA,79.21,66.2734270414993,14.8452476572959,1.37185993975904,66.9386839189484,67.0561806391666
84,"9-2","A","A9",9,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,1,"16-8",9.02446039835671,52.7629355855127,1.372,6.20572379204711,72.7457483788458,21.0485278291071,2.006,0.185,10.8432432432432,-27.9110014756508,6.57390575203959,NA,NA,2.04,1.70483035266589,0.341988968744777,0.0315393615243189,1.58566801375963,1.63672864175375
85,"9-2","A","A9",9,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,1,"8-4",9.02446039835671,52.7629355855127,1.372,6.20572379204711,72.7457483788458,21.0485278291071,1.845,0.155,11.9032258064516,-27.5087572119724,6.00528983976237,NA,NA,11.01,9.20106969747618,1.69759735918436,0.142616580310881,7.87108965117039,7.40105793212737
86,"9-2","A","A9",9,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,1,"4-2",9.02446039835671,52.7629355855127,1.372,6.20572379204711,72.7457483788458,21.0485278291071,2.178,0.194,11.2268041237113,-27.7385480132032,6.40376145359833,NA,NA,13.06,10.9142570616747,2.37712518803276,0.21173658699649,11.0217922794431,10.9880263802146
87,"9-2","A","A9",9,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,1,"2-1",9.02446039835671,52.7629355855127,1.372,6.20572379204711,72.7457483788458,21.0485278291071,2.121,0.18,11.7833333333333,-28.017925340492,6.54962733534626,NA,NA,13.47,11.2568945345145,2.38758733077052,0.20262410162126,11.0703011104605,10.5151358367678
88,"9-2","A","A9",9,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,1,"<1",9.02446039835671,52.7629355855127,1.372,6.20572379204711,72.7457483788458,21.0485278291071,2.206,0.2,11.03,-28.0184156545194,6.46015053288156,NA,NA,80.08,66.9229483536687,14.7632024068193,1.33845896707337,68.4511489451664,69.4590512091365
89,"9-3","A","A9",9,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,1,"16-8",9.02446039835671,52.7629355855127,1.751,5.01398211848593,70.9447262408151,24.041291640699,1.642,0.128,12.828125,-28.1060192853276,6.50950715031116,NA,NA,6.69,5.59271024912222,0.918323022905868,0.0715866911887644,5.64935333429195,4.98810815722746
90,"9-3","A","A9",9,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,1,"8-4",9.02446039835671,52.7629355855127,1.751,5.01398211848593,70.9447262408151,24.041291640699,1.732,0.15,11.5466666666667,-27.9892402138009,6.24709786125921,NA,NA,14.27,11.9294432369169,2.06617956863401,0.178941648553754,12.710754434069,12.4685228775988
91,"9-3","A","A9",9,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,1,"4-2",9.02446039835671,52.7629355855127,1.751,5.01398211848593,70.9447262408151,24.041291640699,1.573,0.134,11.7388059701493,-27.9836714637333,6.16970599445179,NA,NA,12.56,10.4999164019395,1.65163685002508,0.140698879785989,10.1605643253976,9.80379478809336
92,"9-3","A","A9",9,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,1,"2-1",9.02446039835671,52.7629355855127,1.751,5.01398211848593,70.9447262408151,24.041291640699,1.766,0.151,11.6953642384106,-27.7019244224127,5.89833204060835,NA,NA,12.71,10.625313492727,1.87643036281558,0.160442233740177,11.5434524261355,11.1794972164991
93,"9-3","A","A9",9,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,1,"<1",9.02446039835671,52.7629355855127,1.751,5.01398211848593,70.9447262408151,24.041291640699,1.588,0.144,11.0277777777778,-27.8483590599002,6.08319627071516,NA,NA,73.39,61.3526166192944,9.74279551914396,0.88347767931784,59.9358754801059,61.5600769605813
94,"10-1","A","A10",10,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,6,"16-8",9.02456254412832,52.7628835583476,1.302,12.9414882786904,66.5157638296997,20.5427478916099,2.09,0.196,10.6632653061224,-27.9911748809334,6.20685111144284,NA,NA,3,2.50041673612269,0.522587097849642,0.0490081680280047,2.32875238892111,2.42469727365884
95,"10-1","A","A10",10,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,6,"8-4",9.02456254412832,52.7628835583476,1.302,12.9414882786904,66.5157638296997,20.5427478916099,2.207,0.202,10.9257425742574,-27.7970479548266,6.708700101387,NA,NA,8.78,7.31788631438573,1.61505750958493,0.147821303550592,7.1970185432573,7.31351376984757
96,"10-1","A","A10",10,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,6,"4-2",9.02456254412832,52.7628835583476,1.302,12.9414882786904,66.5157638296997,20.5427478916099,2.35,0.212,11.0849056603774,-27.6080737668629,5.91480327196966,NA,NA,12.79,10.6601100183364,2.50512585430905,0.225994332388731,11.163340698183,11.1811533394226
97,"10-1","A","A10",10,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,6,"2-1",9.02456254412832,52.7628835583476,1.302,12.9414882786904,66.5157638296997,20.5427478916099,2.307,0.201,11.4776119402985,-27.7955908507903,6.15908853584105,NA,NA,10.06,8.38473078846475,1.93435739289882,0.168533088848141,8.61988253876946,8.33823702240577
98,"10-1","A","A10",10,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,6,"<1",9.02456254412832,52.7628835583476,1.302,12.9414882786904,66.5157638296997,20.5427478916099,2.23,0.201,11.0945273631841,-27.6042439267501,5.96274021065066,NA,NA,85.35,71.1368561426904,15.86351891982,1.42985080846808,70.6910058308691,70.7423985946653
99,"10-2","A","A10",10,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,6,"16-8",9.02456254412832,52.7628835583476,1.37,5.68128961553107,74.8884058272295,19.4303045572394,2.077,0.175,11.8685714285714,-27.9216260791488,6.8830544720713,NA,NA,2.89,2.39893749481199,0.49825931767245,0.0419814061592098,2.39118451857082,2.33989583704424
100,"10-2","A","A10",10,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,6,"8-4",9.02456254412832,52.7628835583476,1.37,5.68128961553107,74.8884058272295,19.4303045572394,1.991,0.171,11.6432748538012,-28.1144983908768,6.70708207485922,NA,NA,12.9,10.7080600979497,2.13197476550178,0.18310782767494,10.2315097228204,10.2057859158396
101,"10-2","A","A10",10,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,6,"4-2",9.02456254412832,52.7628835583476,1.37,5.68128961553107,74.8884058272295,19.4303045572394,1.981,0.177,11.1920903954802,-27.9745395235168,6.84241835932101,NA,NA,14.76,12.252012949282,2.42712376525276,0.216860629202291,11.6479523137448,12.0870482890654
102,"10-2","A","A10",10,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,6,"2-1",9.02456254412832,52.7628835583476,1.37,5.68128961553107,74.8884058272295,19.4303045572394,2.075,0.177,11.7231638418079,-27.9472167150551,6.66065978925191,NA,NA,15.08,12.5176392462854,2.59741014360422,0.221562214659251,12.4651696485648,12.3490981164706
103,"10-2","A","A10",10,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,6,"<1",9.02456254412832,52.7628835583476,1.37,5.68128961553107,74.8884058272295,19.4303045572394,2.122,0.182,11.6593406593407,-27.8668598287586,6.74368238033202,NA,NA,74.84,62.123350211671,13.1825749149166,1.13064497385241,63.2641837962993,63.0181718415801
104,"10-3","A","A10",10,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,6,"16-8",9.02456254412832,52.7628835583476,1.712,4.66873299956653,73.8642705089359,21.4669964914976,1.92,0.162,11.8518518518519,-27.8777841548948,7.12218114690436,NA,NA,2.15,1.80429674387378,0.346424974823766,0.0292296072507553,1.76546763272987,1.92123647536123
105,"10-3","A","A10",10,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,6,"8-4",9.02456254412832,52.7628835583476,1.712,4.66873299956653,73.8642705089359,21.4669964914976,1.719,0.143,12.020979020979,-28.1060644186161,6.76727410829308,NA,NA,11.89,9.97818059751595,1.71524924471299,0.142687982544478,8.74133576872066,9.37875607798576
106,"10-3","A","A10",10,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,6,"4-2",9.02456254412832,52.7628835583476,1.712,4.66873299956653,73.8642705089359,21.4669964914976,1.754,0.139,12.6187050359712,-27.9890640485428,7.0789278908105,NA,NA,13.88,11.648204095334,2.04309499832158,0.161910036925143,10.4121190799365,10.6422048712143
107,"10-3","A","A10",10,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,6,"2-1",9.02456254412832,52.7628835583476,1.712,4.66873299956653,73.8642705089359,21.4669964914976,1.976,0.161,12.2732919254658,-27.8494316496455,6.80090538754653,NA,NA,14.3,12.0006713662303,2.3713326619671,0.193210808996308,12.084899661948,12.6995771955905
108,"10-3","A","A10",10,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,6,"<1",9.02456254412832,52.7628835583476,1.712,4.66873299956653,73.8642705089359,21.4669964914976,2.036,0.154,13.2207792207792,-27.9468725827901,7.23254447871284,NA,NA,76.94,64.568647197046,13.1461765693186,0.994357166834508,66.996177856665,65.3582253798482
109,"11-1","A","A11",11,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,7,"16-8",9.02466468372645,52.7628315321895,1.121,5.783279816009,74.6063924403862,19.6103277436048,2.178,0.179,12.1675977653631,-27.6018021293606,6.79366924307586,NA,NA,3.38,2.81901584653878,0.613981651376147,0.0504603836530442,2.61345949175774,2.7085455143716
110,"11-1","A","A11",11,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,7,"8-4",9.02466468372645,52.7628315321895,1.121,5.783279816009,74.6063924403862,19.6103277436048,2.307,0.204,11.3088235294118,-27.9124049518105,6.86798617878619,NA,NA,7.7,6.42201834862385,1.48155963302752,0.131009174311927,6.30637100776937,7.0321366136242
111,"11-1","A","A11",11,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,7,"4-2",9.02466468372645,52.7628315321895,1.121,5.783279816009,74.6063924403862,19.6103277436048,1.574,0.098,16.0612244897959,-27.9587473653917,6.11281829022546,NA,NA,11.85,9.88323603002502,1.55562135112594,0.0968557130942452,6.62162033111048,5.19889244296014
112,"11-1","A","A11",11,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,7,"2-1",9.02466468372645,52.7628315321895,1.121,5.783279816009,74.6063924403862,19.6103277436048,2.767,0.215,12.8697674418605,-27.6485576272634,6.46957021516711,NA,NA,12.96,10.8090075062552,2.99085237698082,0.232393661384487,12.730790106752,12.4741185766504
113,"11-1","A","A11",11,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,7,"<1",9.02466468372645,52.7628315321895,1.121,5.783279816009,74.6063924403862,19.6103277436048,2.405,0.193,12.4611398963731,-27.4732215379073,6.36268216718087,NA,NA,84.01,70.0667222685571,16.851046705588,1.35228773978315,71.7277590626104,72.5863068523936
114,"11-2","A","A11",11,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,7,"16-8",9.02466468372645,52.7628315321895,1.293,6.38554043090868,73.7779977823161,19.8364617867752,1.951,0.158,12.3481012658228,-27.9812461606785,6.81842465957377,NA,NA,1.59,1.33132378799297,0.259741271037428,0.0210349158502889,1.2231249549523,1.2517557815601
115,"11-2","A","A11",11,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,7,"8-4",9.02466468372645,52.7628315321895,1.293,6.38554043090868,73.7779977823161,19.8364617867752,1.945,0.156,12.4679487179487,-28.0037125773614,7.03782351776598,NA,NA,11.24,9.41137067738424,1.83051159675123,0.146817382567194,8.61990243357741,8.73687866260144
116,"11-2","A","A11",11,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,7,"4-2",9.02466468372645,52.7628315321895,1.293,6.38554043090868,73.7779977823161,19.8364617867752,1.988,0.16,12.425,-28.0322218086978,7.00769217138291,NA,NA,12.54,10.4998744034162,2.08737503139915,0.16799799045466,9.82947562030193,9.99730435523516
117,"11-2","A","A11",11,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,7,"2-1",9.02466468372645,52.7628315321895,1.293,6.38554043090868,73.7779977823161,19.8364617867752,2.117,0.163,12.9877300613497,-27.9263208121347,7.14134319906133,NA,NA,13.33,11.1613497446203,2.36285774093611,0.181930000837311,11.1267272097268,10.8263770584188
118,"11-2","A","A11",11,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,7,"<1",9.02466468372645,52.7628315321895,1.293,6.38554043090868,73.7779977823161,19.8364617867752,2.174,0.172,12.6395348837209,-27.8590521944284,6.81174522057103,NA,NA,80.73,67.5960813865863,14.6953880934439,1.16265259984928,69.2007697814416,69.1876841421846
119,"11-3","A","A11",11,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,7,"16-8",9.02466468372645,52.7628315321895,1.756,4.34205190076203,78.3847366186926,17.2732114805454,0.797,0.055,14.4909090909091,-28.1026388894916,5.13222128096989,NA,NA,3.99,3.32805071315372,0.265245641838352,0.0183042789223455,1.51697457064181,1.45712680754771
120,"11-3","A","A11",11,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,7,"8-4",9.02466468372645,52.7628315321895,1.756,4.34205190076203,78.3847366186926,17.2732114805454,1.581,0.104,15.2019230769231,-28.0310322112924,5.79108774782179,NA,NA,13.58,11.327049795646,1.79080657269163,0.117801317874718,10.2418573699582,9.37766841119063
121,"11-3","A","A11",11,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,7,"4-2",9.02466468372645,52.7628315321895,1.756,4.34205190076203,78.3847366186926,17.2732114805454,2.955,0.233,12.6824034334764,-29.4473154602479,5.77622426363491,NA,NA,14.61,12.1861706564351,3.60101342897656,0.283937776294937,20.5946675030619,22.6030944605942
122,"11-3","A","A11",11,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,7,"2-1",9.02466468372645,52.7628315321895,1.756,4.34205190076203,78.3847366186926,17.2732114805454,1.709,0.116,14.7327586206897,-27.8122474419807,5.86549759454395,NA,NA,12.81,10.684794394862,1.82603136208191,0.123943614980399,10.443312554635,9.8666308997202
123,"11-3","A","A11",11,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,7,"<1",9.02466468372645,52.7628315321895,1.756,4.34205190076203,78.3847366186926,17.2732114805454,1.601,0.114,14.0438596491228,-28.0740372831253,5.68678135700018,NA,NA,74.9,62.4739344399032,10.0020769038285,0.712202852614897,57.203188001703,56.6954794209473
124,"11-1","A","A12",12,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,5,"16-8",9.0247668264124,52.7627795030699,1.412,6.69030390079889,71.7353331536887,21.5743629455125,1.641,0.119,13.7899159663866,-27.0713225167208,5.46832440063667,NA,NA,0.43,0.361496427070198,0.0593215636822194,0.00430180748213535,0.286059729618564,0.243285866360606
125,"11-1","A","A12",12,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,5,"8-4",9.0247668264124,52.7627795030699,1.412,6.69030390079889,71.7353331536887,21.5743629455125,1.908,0.161,11.8509316770186,-27.4242681812893,5.95024365117586,NA,NA,10.32,8.67591424968474,1.65536443883985,0.139682219419924,7.98247845136701,7.89963519006203
126,"11-1","A","A12",12,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,5,"4-2",9.0247668264124,52.7627795030699,1.412,6.69030390079889,71.7353331536887,21.5743629455125,2.177,0.185,11.7675675675676,-27.3872508043222,6.38372332633469,NA,NA,11.44,9.61748633879781,2.09372677595628,0.17792349726776,10.0963440315502,10.0623452719481
127,"11-1","A","A12",12,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,5,"2-1",9.0247668264124,52.7627795030699,1.412,6.69030390079889,71.7353331536887,21.5743629455125,2.211,0.19,11.6368421052632,-27.5712004456995,6.47957542150007,NA,NA,12.43,10.4497688104245,2.31044388398487,0.198545607398066,11.1413946586454,11.2286150202041
128,"11-1","A","A12",12,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,5,"<1",9.0247668264124,52.7627795030699,1.412,6.69030390079889,71.7353331536887,21.5743629455125,2.062,0.176,11.7159090909091,-27.5482425991273,6.59529940360634,NA,NA,84.33,70.8953341740227,14.6186179066835,1.2477578814628,70.4937231288188,70.5661186514251
129,"12-2","A","A12",12,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,5,"16-8",9.0247668264124,52.7627795030699,1.326,6.21769348484089,73.3977026256991,20.38460388946,2.05,0.177,11.5819209039548,-27.8191027769627,6.51509894147526,NA,NA,1.01,0.846960167714885,0.173626834381551,0.0149911949685535,0.870186425411175,0.851438567780978
130,"12-2","A","A12",12,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,5,"8-4",9.0247668264124,52.7627795030699,1.326,6.21769348484089,73.3977026256991,20.38460388946,1.681,0.152,11.0592105263158,-27.9925604908855,6.48794661975569,NA,NA,7.76,6.50733752620545,1.09388343815514,0.0989115303983228,5.48234679423405,5.61777042831022
131,"12-2","A","A12",12,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,5,"4-2",9.0247668264124,52.7627795030699,1.326,6.21769348484089,73.3977026256991,20.38460388946,2.036,0.177,11.5028248587571,-27.9895598631438,6.65041076155762,NA,NA,12.88,10.8008385744235,2.19905073375262,0.191174842767296,11.0212462498558,10.8579492604148
132,"12-2","A","A12",12,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,5,"2-1",9.0247668264124,52.7627795030699,1.326,6.21769348484089,73.3977026256991,20.38460388946,2.09,0.177,11.8079096045198,-27.3280216234293,6.64487095773957,NA,NA,14.62,12.2599580712788,2.56233123689727,0.217001257861635,12.8419427083211,12.3247840207504
133,"12-2","A","A12",12,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,5,"<1",9.0247668264124,52.7627795030699,1.326,6.21769348484089,73.3977026256991,20.38460388946,2.001,0.178,11.2415730337079,-27.9463761392043,6.67005138870229,NA,NA,82.98,69.5849056603774,13.9239396226415,1.23861132075472,69.7842778221779,70.3480577227436
134,"12-3","A","A12",12,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,5,"16-8",9.0247668264124,52.7627795030699,1.616,5.13677964429267,69.1511828734423,25.712037482265,1.639,0.123,13.3252032520325,-27.9393314752178,6.44594372184726,NA,NA,1.32,1.1070110701107,0.181439114391144,0.0136162361623616,1.03404424392887,1.01849232272833
135,"12-3","A","A12",12,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,5,"8-4",9.0247668264124,52.7627795030699,1.616,5.13677964429267,69.1511828734423,25.712037482265,1.717,0.132,13.0075757575758,-27.9561434421329,6.59529661093505,NA,NA,12.34,10.3488762160349,1.77690204629319,0.136605166051661,10.1267873752617,10.2180449288354
136,"12-3","A","A12",12,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,5,"4-2",9.0247668264124,52.7627795030699,1.616,5.13677964429267,69.1511828734423,25.712037482265,1.625,0.129,12.5968992248062,-27.9453046501305,6.36135983762125,NA,NA,14.8,12.4119423012412,2.01694062395169,0.160114055686011,11.4947973017959,11.9765061748763
137,"12-3","A","A12",12,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,5,"2-1",9.0247668264124,52.7627795030699,1.616,5.13677964429267,69.1511828734423,25.712037482265,1.686,0.134,12.5820895522388,-27.9007735536611,7.29388194064841,NA,NA,14.53,12.1855082187185,2.05447668567595,0.163285810130829,11.7087200201467,12.2137529083426
138,"12-3","A","A12",12,1,NA,2,1,2020-10-19,"20-3",1,2020,3,"30-40",8,5,"<1",9.0247668264124,52.7627795030699,1.616,5.13677964429267,69.1511828734423,25.712037482265,1.801,0.135,13.3407407407407,-27.7227507912569,6.52805150916323,NA,NA,76.25,63.9466621938947,11.5167938611204,0.863279939617578,65.6356510588668,64.5732036652174
139,"13-1","A","A13",13,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,3,"16-8",9.02486897369257,52.7627274743925,1.304,6.67411166535948,71.9649778905663,21.3609104440742,1.974,0.164,12.0365853658537,-27.5432378419766,5.98258203411653,NA,NA,2.55,2.12677231025855,0.419824854045037,0.0348790658882402,2.10171118045047,1.96989109545163
140,"13-1","A","A13",13,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,3,"8-4",9.02486897369257,52.7627274743925,1.304,6.67411166535948,71.9649778905663,21.3609104440742,1.767,0.158,11.1835443037975,-27.8133470581981,6.36555474906114,NA,NA,6.76,5.63803169307756,0.996240200166806,0.0890809007506255,4.98733971305131,5.03108866865132
141,"13-1","A","A13",13,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,3,"4-2",9.02486897369257,52.7627274743925,1.304,6.67411166535948,71.9649778905663,21.3609104440742,1.975,0.173,11.4161849710983,-27.5337851593954,6.21824001274188,NA,NA,10.66,8.8907422852377,1.75592160133445,0.153809841534612,8.79042778425688,8.68683347778573
142,"13-1","A","A13",13,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,3,"2-1",9.02486897369257,52.7627274743925,1.304,6.67411166535948,71.9649778905663,21.3609104440742,2.243,0.187,11.9946524064171,-27.1917091482286,6.27879213080932,NA,NA,12.4,10.3419516263553,2.31969974979149,0.193394495412844,11.612792459643,10.9224855861627
143,"13-1","A","A13",13,1,NA,2,1,2020-10-19,"20-3",1,2020,1,"0-10",8,3,"<1",9.02486897369257,52.7627274743925,1.304,6.67411166535948,71.9649778905663,21.3609104440742,1.984,0.178,11.1460674157303,-27.6334960311884,5.95330128280287,NA,NA,87.53,73.0025020850709,14.4836964136781,1.29944453711426,72.5077288625984,73.3897011719486
144,"13-2","A","A13",13,1,NA,2,1,2020-10-19,"20-3",1,2020,2,"20-30",8,3,"16-8",9.02486897369257,52.7627274743925,1.35,6.59175393043993,73.0592012008676,20.3490448686924,1.204,0.099,12.1616161616162,-27.5467236564349,6.34345002919256,NA,NA,2.74,2.28886475649486,0.275579316681981,0.0226597610892991,1.41722033369392,1.3520619617808
